ticket_external_ref,author_email,body,created_at
J-0197,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-10T15:40:46
J-0197,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-14T15:40:46
J-0197,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-02T15:40:46
J-0198,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-24T15:40:46
J-0198,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-22T15:40:46
J-0199,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-23T15:40:46
J-0200,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-05T15:40:46
J-0200,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-10T15:40:46
J-0201,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-22T15:40:46
J-0201,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-05T15:40:46
J-0201,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-23T15:40:46
J-0202,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-06T15:40:46
J-0203,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-14T15:40:46
J-0204,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-10T15:40:46
J-0205,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-10T15:40:46
J-0206,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-13T15:40:46
J-0206,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-05T15:40:46
J-0206,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-03T15:40:46
J-0207,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-31T15:40:46
J-0207,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-10T15:40:46
J-0207,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-14T15:40:46
J-0208,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-09T15:40:46
J-0209,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-13T15:40:46
J-0210,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-23T15:40:46
J-0211,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-25T15:40:46
J-0211,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-09T15:40:46
J-0212,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-14T15:40:46
J-0212,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-06T15:40:46
J-0212,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-27T15:40:46
J-0213,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-01T15:40:46
J-0213,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-16T15:40:46
J-0214,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-22T15:40:46
J-0214,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-10T15:40:46
J-0215,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-06T15:40:46
J-0216,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-27T15:40:46
J-0217,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-13T15:40:46
J-0217,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-25T15:40:46
J-0217,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-04T15:40:46
J-0218,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-17T15:40:46
J-0218,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-09T15:40:46
J-0219,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-26T15:40:46
J-0220,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-25T15:40:46
J-0221,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-06T15:40:46
J-0222,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-06T15:40:46
J-0222,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-28T15:40:46
J-0222,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-10T15:40:46
J-0223,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-24T15:40:46
J-0223,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-21T15:40:46
J-0223,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-25T15:40:46
J-0224,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-05T15:40:46
J-0225,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-04T15:40:46
J-0225,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-09T15:40:46
J-0226,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-29T15:40:46
J-0226,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-18T15:40:46
J-0227,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-02T15:40:46
J-0227,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-25T15:40:46
J-0228,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-10T15:40:46
J-0228,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-26T15:40:46
J-0228,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-15T15:40:46
J-0229,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-01T15:40:46
J-0229,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-27T15:40:46
J-0229,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-01T15:40:46
J-0230,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-17T15:40:46
J-0231,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-02T15:40:46
J-0232,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-14T15:40:46
J-0232,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-05T15:40:46
J-0232,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-19T15:40:46
J-0233,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-06T15:40:46
J-0234,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-27T15:40:46
J-0234,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-27T15:40:46
J-0235,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-01T15:40:46
J-0235,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-24T15:40:46
J-0236,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-19T15:40:46
J-0236,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-08T15:40:46
J-0237,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-21T15:40:46
J-0237,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-06T15:40:46
J-0238,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-07T15:40:46
J-0239,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-09-04T15:40:46
J-0239,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-06T15:40:46
J-0240,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-22T15:40:46
J-0241,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-24T15:40:46
J-0241,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-28T15:40:46
J-0241,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-30T15:40:46
J-0242,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-31T15:40:46
J-0243,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-08T15:40:46
J-0244,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-28T15:40:46
J-0244,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-20T15:40:46
J-0245,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-06T15:40:46
J-0246,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-01T15:40:46
J-0247,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-08T15:40:46
J-0248,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-01T15:40:46
J-0248,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-12T15:40:46
J-0248,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-09T15:40:46
J-0249,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-24T15:40:46
J-0249,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-26T15:40:46
J-0249,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-08T15:40:46
J-0250,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-29T15:40:46
J-0251,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-10T15:40:46
J-0251,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-08T15:40:46
J-0252,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-21T15:40:46
J-0253,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-20T15:40:46
J-0253,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-29T15:40:46
J-0253,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-21T15:40:46
J-0254,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-21T15:40:46
J-0255,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-11T15:40:46
J-0256,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-07T15:40:46
J-0256,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-21T15:40:46
J-0256,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-11T15:40:46
J-0257,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-21T15:40:46
J-0257,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-28T15:40:46
J-0257,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-09T15:40:46
J-0258,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-29T15:40:46
J-0258,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-17T15:40:46
J-0258,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-20T15:40:46
J-0259,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-03T15:40:46
J-0259,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-09T15:40:46
J-0259,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-14T15:40:46
J-0260,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-19T15:40:46
J-0261,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-28T15:40:46
J-0262,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-08T15:40:46
J-0263,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-31T15:40:46
J-0263,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-31T15:40:46
J-0264,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-17T15:40:46
J-0264,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-28T15:40:46
J-0265,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-17T15:40:46
J-0265,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-20T15:40:46
J-0266,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-09-02T15:40:46
J-0267,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-24T15:40:46
J-0267,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-04T15:40:46
J-0268,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-22T15:40:46
J-0269,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-23T15:40:46
J-0269,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-01T15:40:46
J-0269,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-13T15:40:46
J-0270,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-18T15:40:46
J-0270,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-06T15:40:46
J-0271,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-08T15:40:46
J-0271,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-09-01T15:40:46
J-0272,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-14T15:40:46
J-0273,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-20T15:40:46
J-0274,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-16T15:40:46
J-0274,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-07T15:40:46
J-0275,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-03T15:40:46
J-0275,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-03T15:40:46
J-0276,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-29T15:40:46
J-0277,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-09T15:40:46
J-0277,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-27T15:40:46
J-0277,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-16T15:40:46
J-0278,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-22T15:40:46
J-0278,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-25T15:40:46
J-0279,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-10T15:40:46
J-0279,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-24T15:40:46
J-0279,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-01T15:40:46
J-0280,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-22T15:40:46
J-0281,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-13T15:40:46
J-0281,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-18T15:40:46
J-0281,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-15T15:40:46
J-0282,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-25T15:40:46
J-0282,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-06T15:40:46
J-0283,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-07T15:40:46
J-0284,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-06T15:40:46
J-0285,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-25T15:40:46
J-0285,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-01T15:40:46
J-0286,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-23T15:40:46
J-0286,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-31T15:40:46
J-0287,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-24T15:40:46
J-0287,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-17T15:40:46
J-0288,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-24T15:40:46
J-0288,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-25T15:40:46
J-0288,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-30T15:40:46
J-0289,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-26T15:40:46
J-0289,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-29T15:40:46
J-0289,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-04T15:40:46
J-0290,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-18T15:40:46
J-0290,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-17T15:40:46
J-0291,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-09T15:40:46
J-0292,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-27T15:40:46
J-0292,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-05T15:40:46
J-0292,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-20T15:40:46
J-0293,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-01T15:40:46
J-0293,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-02T15:40:46
J-0294,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-30T15:40:46
J-0294,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-28T15:40:46
J-0295,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-25T15:40:46
J-0295,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-09T15:40:46
J-0295,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-20T15:40:46
J-0296,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-31T15:40:46
J-0296,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-19T15:40:46
J-0296,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-24T15:40:46
J-0297,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-23T15:40:46
J-0298,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-11T15:40:46
J-0298,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-10T15:40:46
J-0299,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-26T15:40:46
J-0300,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-04T15:40:46
J-0300,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-03T15:40:46
J-0300,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-18T15:40:46
J-0301,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-09T15:40:46
J-0301,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-17T15:40:46
J-0301,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-15T15:40:46
J-0302,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-27T15:40:46
J-0302,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-01T15:40:46
J-0303,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-14T15:40:46
J-0303,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-24T15:40:46
J-0303,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-25T15:40:46
J-0304,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-10T15:40:46
J-0304,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-02T15:40:46
J-0305,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-04T15:40:46
J-0305,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-02T15:40:46
J-0305,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-30T15:40:46
J-0306,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-05T15:40:46
J-0306,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-18T15:40:46
J-0307,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-28T15:40:46
J-0307,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-01T15:40:46
J-0307,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-02T15:40:46
J-0308,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-12T15:40:46
J-0309,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-03T15:40:46
J-0309,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-09T15:40:46
J-0310,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-22T15:40:46
J-0310,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-24T15:40:46
J-0310,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-05T15:40:46
J-0311,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-16T15:40:46
J-0312,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-03T15:40:46
J-0312,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-05T15:40:46
J-0313,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-27T15:40:46
J-0313,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-22T15:40:46
J-0314,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-03T15:40:46
J-0314,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-03T15:40:46
J-0314,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-06T15:40:46
J-0315,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-29T15:40:46
J-0316,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-19T15:40:46
J-0317,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-12T15:40:46
J-0318,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-18T15:40:46
J-0318,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-02T15:40:46
J-0318,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-28T15:40:46
J-0319,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-05T15:40:46
J-0319,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-21T15:40:46
J-0320,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-24T15:40:46
J-0320,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-06T15:40:46
J-0320,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-02T15:40:46
J-0321,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-18T15:40:46
J-0321,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-27T15:40:46
J-0321,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-12T15:40:46
J-0322,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-30T15:40:46
J-0322,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-09T15:40:46
J-0323,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-24T15:40:46
J-0323,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-16T15:40:46
J-0324,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-30T15:40:46
J-0325,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-10T15:40:46
J-0325,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-28T15:40:46
J-0325,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-13T15:40:46
J-0326,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-26T15:40:46
J-0327,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-27T15:40:46
J-0327,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-12T15:40:46
J-0328,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-01T15:40:46
